codigo_de_barras;nome_produto;url_imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7896637673242;Base Station Intelbras Wirelles APC 5A com Pigtail 5GHZ;https://m.media-amazon.com/images/I/41GyZy+cdeL._AC_SY300_SX300_.jpg;23,2;15,4;9,6;cm;900;g
7899298627258;ROTEADOR INTELBRAS APC 5A-15 5GHZ;https://m.media-amazon.com/images/I/21vVzJXX9wL.__AC_SX300_SY300_QL70_ML2_.jpg;19,2;11,7;8,5;cm;467;g
7899298627432;Roteador BaseStation 5 GHz Com Antena de 18 dBi APC 5A-90 v3 Branco Intelbras;https://m.media-amazon.com/images/I/31br-rPqBUL.__AC_SX300_SY300_QL70_ML2_.jpg;44,7;13;7,7;cm;990;g
7896637679930;BaseStation Intelbras APC 5A - 5GHz - compatível com a maioria das antenas do mercado;https://m.media-amazon.com/images/I/41Av2zsAEaL.__AC_SX300_SY300_QL70_ML2_.jpg;24;15;10;cm;500;g
7896637637831;Antena Outdoor Intelbras Apc 5a-90 5ghz 18dbi 2x2 Giga V3;https://m.media-amazon.com/images/I/31jvf6TmYPL.__AC_SX300_SY300_QL70_ML2_.jpg;45;20;20;cm;50;g
7899298672715;Extensor Wi-Fi 5 Twibi Force Plug Giga;https://m.media-amazon.com/images/I/31Eqrc66IHL.__AC_SX300_SY300_QL70_ML2_.jpg;21;12;11;cm;400;g
7899298626114;Repetidor Mesh Wi-fi 5 Dual Band Twibi Force Plug Branco Intelbras;https://m.media-amazon.com/images/I/31Ur7TPtr5L.__AC_SX300_SY300_QL70_ML2_.jpg;20,6;11,6;10;cm;370;g
7899298626268;Roteador Wireless W5-1200G Preto Intelbras;https://m.media-amazon.com/images/I/415jlqqN0yL.__AC_SX300_SY300_QL70_ML2_.jpg;37,6;36,6;7,4;cm;9;g
7898544552382;Roteador Mercusys 300Mbps - MW301R;https://m.media-amazon.com/images/I/41bV77-5+3L._AC_SY300_SX300_.jpg;24;17,1;4,5;cm;0,35;g
7899298653639;Roteador WI-FI MESH TWIBI FORCE AX;https://m.media-amazon.com/images/I/41YDyRT1oEL.__AC_SX300_SY300_QL70_ML2_.jpg;18,8;17,4;15,4;cm;277;g
7899298672159;Roteador Wi-fi W5 1200GS Preto Intelbras;https://m.media-amazon.com/images/I/61dsQgNK4JL.__AC_SX300_SY300_QL70_ML2_.jpg;24,7;22,9;4,2;cm;550;g
7899298681229;Roteador Intelbras W4-300S, Bivolt Preto;https://m.media-amazon.com/images/I/41Z3rKhVPGL.__AC_SX300_SY300_QL70_ML2_.jpg;25;19;6;cm;400;g
7899298645832;Roteador Wi-Fi 6 Dual Band RX 1500 Preto Intelbras;https://m.media-amazon.com/images/I/51B7lgAAVzL.__AC_SX300_SY300_QL70_ML2_.jpg;25,2;22,8;4,2;cm;470;g
7896637684941;Roteador Wireless Dual Band RF 1200 Preto Intelbras;https://m.media-amazon.com/images/I/41IXDeam4uL.__AC_SX300_SY300_QL70_ML2_.jpg;30,6;29,8;8,2;cm;720;g
7896637684224;Roteador Wireless Intelbras Dual Band RG 1200 Preto;https://m.media-amazon.com/images/I/41cQtYrbGAL.__AC_SX300_SY300_QL70_ML2_.jpg;37,6;31,2;7,2;cm;860;g
7899298658184;Roteador Wi-Fi 6 Dual band W6-1500 Intelbras;https://m.media-amazon.com/images/I/41t8aeGaMCL.__AC_SX300_SY300_QL70_ML2_.jpg;24,9;22,5;4;cm;300;g
7896637676526;Roteador Wireless Empresarial Access Point AP 310 Branco Intelbras;https://m.media-amazon.com/images/I/31+Xl2CPo1L._AC_SY300_SX300_.jpg;31,4;24,2;7,9;cm;700;g
7896637692151;Roteador Wi-fi Empresarial Intelbras Access Point AP 1350 AC Branco;https://m.media-amazon.com/images/I/31hggH6dm4L.__AC_SX300_SY300_QL70_ML2_.jpg;36;25;7,8;cm;563;g
7899298641018;Roteador Access Point Corporativo AP 1350 AC-S Branco Intelbras;https://m.media-amazon.com/images/I/31cSfyvZJqL.__AC_SX300_SY300_QL70_ML2_.jpg;35,2;25;7,6;cm;2;kg
7899298639855;intelbras Access Point dual band AC de alta potência 450 m² e 1167 Mbps AP 1250 AC Max, Branco;https://m.media-amazon.com/images/I/31fVaNX-V-L.__AC_SX300_SY300_QL70_ML2_.jpg;35,2;25,2;7,6;cm;980;g
7899298643920;Roteador Access Point Corporativo BSPRO 1350-S Branco Intelbras;https://m.media-amazon.com/images/I/418EQOrFWuL.__AC_SX300_SY300_QL70_ML2_.jpg;34,8;25,8;7,8;cm;900;g
7898461965265;Agratto, Sanduicheira Black SA 02 220V 750W, 4183, Preto;https://m.media-amazon.com/images/I/51WR8rTzqxL.__AC_SX300_SY300_QL70_ML2_.jpg;24,2;22,8;9,2;cm;1,1;kg
7899882313956;Secador de Cabelos Travel, Mondial, Golden Rose, 1200W, Bivolt - SC-47-GR;https://m.media-amazon.com/images/I/619QQ3RE9QL.__AC_SX300_SY300_QL70_ML2_.jpg;19,6;12,2;7,8;cm;350;g
7898490163540;Secador Mondial, Max Travel, Bivolt, Preto/Vermelho, 1200W - SC-10;https://m.media-amazon.com/images/I/71qlVmBwXkL.__AC_SY300_SX300_QL70_ML2_.jpg;20,8;11,8;8;cm;0,35;g
7899882306996;Secador de Cabelos, Mondial, Preto/Golden Rose, 2000W, 220V - SC-37;https://m.media-amazon.com/images/I/71iexuwHbjL.__AC_SX300_SY300_QL70_ML2_.jpg;30,6;24,4;11;cm;540;g
7896637669412;SENSOR ATIVO INTELBRAS BARREIRA IVA 3070 X;https://m.media-amazon.com/images/I/41+ZIQLCeDL._AC_SY300_SX300_.jpg;24;18;9;cm;1,5;kg
7896637669429;SENSOR ATIVO INTELBRAS BARREIRA IVA 3110 X;https://m.media-amazon.com/images/I/41qmiTbD3IL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;5;cm;400;g
7896637684545;Sensor De Barreira Infravermelho Ativo Iva 5040 At Intelbras;https://m.media-amazon.com/images/I/61VJmmwHbeL.__AC_SX300_SY300_QL70_ML2_.jpg;24;8;7;cm;500;g
7896637680639;Sensor Barreira Tipo Cerca 2 Feixes 100m IVA 7100 DUAL Intelbras;https://m.media-amazon.com/images/I/61iX9M-7t8L.__AC_SX300_SY300_QL70_ML2_.jpg;20;18;12;cm;850;g
7896637680653;Sensor Barreira Tipo Cerca 6 Feixes 100m IVA 7100 HEXA Intelbras;https://m.media-amazon.com/images/I/51Nt8sxDEpL.__AC_SX300_SY300_QL70_ML2_.jpg;108;5;5;cm;1,65;kg
7899298695479;Intelbras - Sensor de Barreira IVA 7100 Quad Black Intelbras Infravermelho Ativo Quatro Feixes Com Alcance de Até 100 Metros;https://m.media-amazon.com/images/I/31ksHJNphFL.__AC_SX300_SY300_QL70_ML2_.jpg;75;5;4;cm;1,1;kg
7899298662884;Sensor de Abertura Magnético Sem Fio Para Porta e Janela MSA 1001 Branco Intelbras;https://m.media-amazon.com/images/I/31z0L6tleOL.__AC_SX300_SY300_QL70_ML2_.jpg;5,6;5,4;3,2;cm;21;g
7896637685931;XAS Smart Sensor de abertura magnético sem fio Intelbras;https://m.media-amazon.com/images/I/31nHTAFlV4L.__AC_SX300_SY300_QL70_ML2_.jpg;20;20;20;mm;50;g
7896637680363;Sensor de abertura, Intelbras, IS3, Branco;https://m.media-amazon.com/images/I/51kb2d9adQL.__AC_SX300_SY300_QL70_ML2_.jpg;10,2;8,4;3,8;cm;0,42;g
7899298619260;Sensor de Movimento C/fio Ivp 1000 Pet Intelbras;https://m.media-amazon.com/images/I/41XIPq4ykLL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;10;cm;60;g
7896637639996;Sensor De Alarme Pet 20kg Intelbras Ivp 5301 Pet Pro;https://m.media-amazon.com/images/I/310YGfo9LCL.__AC_SX300_SY300_QL70_ML2_.jpg;14;6,5;5,5;cm;200;g
7896637687683;Sensor Movimento S/fio Ir Ivp 8000 ex Intelbras Pet Duplo Pir;https://m.media-amazon.com/images/I/41puxhXzqXL.__AC_SX300_SY300_QL70_ML2_.jpg;16;11;5;cm;400;g
7899298652298;Sensor infravermelho piro quard Micro-ondas Pet 10kg 110º 18mts Intelbras IVP 9000 MW;https://m.media-amazon.com/images/I/318r3XxTnlL.__AC_SX300_SY300_QL70_ML2_.jpg;12;6;6;cm;350;g
7896637643160;Sensor de Movimento Inteligente Izy Smart ISM 1001 Branco Intelbras;https://m.media-amazon.com/images/I/31TazS7HxyL.__AC_SX300_SY300_QL70_ML2_.jpg;7,6;7,6;5,2;cm;46;g
7899298613688;Sensor de Temperatura e Umidade Smart IST 1001 Branco Intelbras;https://m.media-amazon.com/images/I/41TnKx6kKQL.__AC_SX300_SY300_QL70_ML2_.jpg;8,6;8;6,2;cm;72;g
7896637646178;Sensor Infravermelho Passivo com Fio Intelbras Ivp3000 CF Cobertura com Ângulo de 115° e Alcance de 12m;https://m.media-amazon.com/images/I/318ketQdeSL.__AC_SX300_SY300_QL70_ML2_.jpg;10,2;7,1;6,9;cm;70;g
7899298652281;Sensor infravermelho piro quard Micro-ondas Pet 10kg 110º 18mts Intelbras IVP 9000 MW MASK;https://m.media-amazon.com/images/I/517ONvriwXL.__AC_SY300_SX300_QL70_ML2_.jpg;15;8;8;cm;350;g
7896637671354;Kit Wifi Roteador Wireless 300mbps Ipv6 Repetidor Wifi IWE3000N 300Mbps WPS Intelbras;https://m.media-amazon.com/images/I/31uzkrR2TIL.__AC_SX300_SY300_QL70_ML2_.jpg;30;25;15;cm;700;g
7899298640684;Intelbras Sensor de Movimento Sem Fio IVP 1000 Pet SF com Pet Immunity e Bateria CR123A;https://m.media-amazon.com/images/I/41a27oyf3IL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;10;cm;80;g
7899298640677;Intelbras - Sensor de presença Alarme Ivp 1000 Pet Smart Intelbras Pet 20kg;https://m.media-amazon.com/images/I/51qsOhB6EEL.__AC_SX300_SY300_QL70_ML2_.jpg;7;5;4;cm;40;g
7896637613538;Sensor Sem fio i nfra. IVP 2000 Intelbras;https://m.media-amazon.com/images/I/41aY1+slQZL._AC_SY300_SX300_.jpg;20;20;20;cm;150;g
7896637648851;Sensor Sem fio nfra. IVP 4000 SMART Intelbras;https://m.media-amazon.com/images/I/319Fek293HL.__AC_SX300_SY300_QL70_ML2_.jpg;10;7;7;cm;200;g
7896637669320;Sensor Infravermelho Intelbras IVP 5001 PET SHIELD - Passivo - com Pet Immunity até 20Kg - Tecnologia SHIELD;https://m.media-amazon.com/images/I/31l3WyOifoL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;8;cm;130;g
7896637666121;Sensor Infravermelho Intelbras IVP 5001 PET - Passivo - com Pet Immunity até 20Kg;https://m.media-amazon.com/images/I/319BJav0pLL.__AC_SX300_SY300_QL70_ML2_.jpg;20;20;20;cm;200;g
7896637697330;Sensor Magnético c/Fio XAS Porta Aço Mini INTELBRAS;https://m.media-amazon.com/images/I/5135VlmxaHL.__AC_SX300_SY300_QL70_ML2_.jpg;50;40;30;mm;110;g
7896637679954;XAS PORTA DE AÇO Sensor de abertura para portas e portões metálicos;https://m.media-amazon.com/images/I/51u9Qnk0F7L.__AC_SX300_SY300_QL70_ML2_.jpg;15;15;8;cm;350;g
7896637682800;Sensor Magnético c/Fio XAS Porta de Aço SP Intelbras;https://m.media-amazon.com/images/I/41LfIPD82JL.__AC_SX300_SY300_QL70_ML2_.jpg;50;50;50;mm;300;g
7896637679961;XAS de Sobrepor Sensor de abertura de sobrepor com fio para portas e janelas;https://m.media-amazon.com/images/I/411zocXiAbL.__AC_SX300_SY300_QL70_ML2_.jpg;10;5;5;cm;40;g
7896637679145;XAS 8000 Sensor de abertura magnético sem fio Intelbras;https://m.media-amazon.com/images/I/41jhp+RBHYL._AC_SY300_SX300_.jpg;8;6;3;cm;100;g
7896637669962;Sensor De Alarme Magnético Sem Fio Xas 4010 Intelbras;https://m.media-amazon.com/images/I/31cjosfOcdS.__AC_SX300_SY300_QL70_ML2_.jpg;6,4;3,9;1,8;cm;100;g
7899298654360;Intelbras - Sensor de Movimento Infravermelho IVP 7000 EX Passivo PET Immunity até 30kg Intelbras;https://m.media-amazon.com/images/I/417njSjeOcL.__AC_SX300_SY300_QL70_ML2_.jpg;18;8;8;cm;110;g
7896637661706;Sensor infravermelho IVP 3000 MW EX passivo para uso externo;https://m.media-amazon.com/images/I/316ZksKr8vL.__AC_SY300_SX300_QL70_ML2_.jpg;25;15;15;cm;500;g
7896637623056;SENSOR INFRAVERMELHO INTELBRAS PASSIVO COM FIO IVP 3000 MW;https://m.media-amazon.com/images/I/511v5DnAvPL.__AC_SX300_SY300_QL70_ML2_.jpg;14;8;7;cm;500;g
7896637623063;Sensor Infravermelho PET Duplo PIR C/ Fio IVP 3000 - Intelbras;https://m.media-amazon.com/images/I/41DgWSy8kkL.__AC_SX300_SY300_QL70_ML2_.jpg;20;19;11;cm;300;g
7896637675277;Sensor infravermelho passivo Intelbras IVP 3011 Cortina;https://m.media-amazon.com/images/I/41v6rrdDjqL.__AC_SX300_SY300_QL70_ML2_.jpg;10;5;4;cm;70;g
7896637679169;Sensor de Movimento Infravermelho Passivo sem fio IVP 8000 Pet Cam 4541035 Intelbras;https://m.media-amazon.com/images/I/41NjhIElxrL.__AC_SX300_SY300_QL70_ML2_.jpg;15;8;7;cm;200;g
7896637681292;IVP 8000 PET Sensor de movimento infravermelho passivo sem fio Intelbras;https://m.media-amazon.com/images/I/31zvY1KBsfL.__AC_SX300_SY300_QL70_ML2_.jpg;13,6;11,5;7,3;cm;150;g
7896637674331;Sinalizador Audio Visual Convencional SAV 420C Vermelho Intelbras;https://m.media-amazon.com/images/I/51NDDRXsVxS.__AC_SY300_SX300_QL70_ML2_.jpg;9,8;9,2;6;cm;125;g
7896637680349;Sirene, Intelbras, IS7, Branco;https://m.media-amazon.com/images/I/51Fawm3enZL.__AC_SY300_SX300_QL70_ML2_.jpg;15,6;15,4;5,2;cm;0,77;g
7896637679244;Sirene sem fio para Central AMT 8000 XSS 8000 4543514 Intelbras;https://m.media-amazon.com/images/I/31LTjs7xkLL.__AC_SX300_SY300_QL70_ML2_.jpg;13,6;13,6;5,2;cm;300;g
7899298603979;Sirene Inteligente Izy Smart ISI 1001 Branco Intelbras;https://m.media-amazon.com/images/I/412ZqvnOtrL.__AC_SX300_SY300_QL70_ML2_.jpg;8,4;7,8;7,8;cm;178;g
7896637694520;Sirene Sir 1000 Com Fio 9 A 15v 105db Intelbras;https://m.media-amazon.com/images/I/41xfF8OcFFL.__AC_SX300_SY300_QL70_ML2_.jpg;100;77;10;cm;280;g
7896637694513;Sirene Intelbras Sir 1000 105 Db Sistema de Segurança;https://m.media-amazon.com/images/I/41z0zpjoQBL.__AC_SX300_SY300_QL70_ML2_.jpg;7,7;7,3;7,2;cm;280;g
7899298642305;Receptor Digital de TV Via Satélite SAT 800 Preto Intelbras;https://m.media-amazon.com/images/I/41USuXNuRYL.__AC_SX300_SY300_QL70_ML2_.jpg;68,9;64;14,6;cm;5,6;kg
7899298610021;KIT SISTEMA DE ALARME SEM FIO AMT 8000 SLIM;https://m.media-amazon.com/images/I/31xdCVK-EVL.__AC_SX300_SY300_QL70_ML2_.jpg;34;26;8;cm;1499,99;kg
7896637688826;Kit Casa Inteligente Mibo Home Compatível com Alexa AMH 3001 Intelbras;https://m.media-amazon.com/images/I/71xYJvg69cL.__AC_SY300_SX300_QL70_ML2_.jpg;28;20;5,2;cm;600;g
7896637643375;Sistema de Segurança Inteligente intelbras Izy Smart ISS 1001 Branco;https://m.media-amazon.com/images/I/41PuqSkPmiL.__AC_SX300_SY300_QL70_ML2_.jpg;24,4;21;6,2;cm;950;g
7890000368186;Skin Ilustrado para Netbook 10,2´´ SKN-1003 Fortrek;https://m.media-amazon.com/images/I/715lQYcMjKL.__AC_SX300_SY300_QL70_ML2_.jpg;20;20;20;cm;100;g
7899298660910;Smart TV Box FULL HD Intelbras;https://m.media-amazon.com/images/I/41FAQKWxIQL.__AC_SX300_SY300_QL70_ML2_.jpg;16,9;16,6;7,7;cm;335;g
7892597353040;Smartphone Motorola Moto E13 4G 64GB 4GB RAM Grafite;https://m.media-amazon.com/images/I/51h9JwH1T3L.__AC_SX300_SY300_QL70_ML2_.jpg;17,4;9,7;5,1;cm;180;g
7898378702809;"ELG T80N - Suporte Ergonômico Articulado de Mesa Para Monitores de 15""a 32"" com Giro de Tela de 360° e Capacidade de até 8kg Preto";https://m.media-amazon.com/images/I/71t0iMZfagL.__AC_SX300_SY300_QL70_ML2_.jpg;50,6;30;15,6;cm;3,27;kg
7898378705541;ELG, T1224N, Suporte Ergonômico Articulado de Mesa para 2 Monitores de 17'' a 32'' com Peso Máximo de 8kg em Cada Braço, Produto Ergonômico, Preto;https://m.media-amazon.com/images/I/51Fk0GhhaiL.__AC_SX300_SY300_QL70_ML2_.jpg;49,6;29,6;10,8;cm;4,83;kg
7898554607690;Suporte Articulado para Dois Monitores com Pistão a Gás FK441S Fortrek;https://m.media-amazon.com/images/I/71aUse8QuiL.__AC_SX300_SY300_QL70_ML2_.jpg;41,4;29,7;16,4;cm;4,6;kg
7898554607720;"Suporte Articulado para Dois Monitores FK445S 17""-32"" Fortrek";https://m.media-amazon.com/images/I/61tog11OW1L.__AC_SX300_SY300_QL70_ML2_.jpg;43,2;19,6;9,8;cm;3,95;kg
7898378704346;Suporte de TV de Parede Multiarticulado, 26'' a 65'', VESA de 75x75 até 400x400, Capacidade Máxima 30 kg, Preto, Movimentação Total, FULL40, ELG;https://m.media-amazon.com/images/I/513PaaZSrBL.__AC_SX300_SY300_QL70_ML2_.jpg;27,4;25,4;8,4;cm;1,96;kg
7898554607737;Suporte Articulado para Monitor e Notebook FK485S Fortrek;https://m.media-amazon.com/images/I/61T9QpXMxwL.__AC_SX300_SY300_QL70_ML2_.jpg;44,8;30,4;11,4;cm;5,75;kg
7896637696043;Suporte Articulado Universal Sensores de Alarme Xsa 1000 Intelbras;https://m.media-amazon.com/images/I/31PcnXQVI5L.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;2;cm;150;g
7898127608352;"SUPORTE ARTICULADO DE 3 MOVIMENTOS PARA TVS LCD, LED,SMART TV 26"" ATÉ 60""";https://m.media-amazon.com/images/I/51BgQOWdSHL.__AC_SX300_SY300_QL70_ML2_.jpg;27,5;22,7;6,1;cm;1,43;kg
7898127608369;"Suporte Triarticulado Para TV Universal 26-60"" SAV-4400 Aquário";https://m.media-amazon.com/images/I/51u1N7S6pAL.__AC_SY300_SX300_QL70_ML2_.jpg;27,4;22,7;6,6;cm;1,93;kg
7898700013573;"ELG, CH358A, Suporte Veicular Tipo Garra, Botão de Trava Automática, Celulares de 4,5"" a 7"", Pegadores Laterais Emborrachados e Fixação na Saída de Ar, Preto";https://m.media-amazon.com/images/I/51nsV25s8gL.__AC_SX300_SY300_QL70_ML2_.jpg;26,9;17,3;5,9;cm;110;g
7896643440654;Suporte de teto para projetor MULTI-PROJ-20;https://m.media-amazon.com/images/I/41SH+0DKP8L._AC_SY300_SX300_.jpg;27;26;5;cm;1,2;kg
7896689113659;SUPORTE PARA PROJETOR TETO OU PAREDE SBRP756B BRANCO - BRASFORMA;https://m.media-amazon.com/images/I/5130cdd+qRL._AC_SY300_SX300_.jpg;42,4;13,6;9,4;cm;1,7;kg
7896689113628;SUPORTE PROJETOR TETO SBRP756 PRETO;https://m.media-amazon.com/images/I/41OSbZlj3kL.__AC_SX300_SY300_QL70_ML2_.jpg;42,2;14,2;9,8;cm;1,82;kg
7896689110764;SUPORTE DE TETO P/PROJETOR SBRP757 PT;https://m.media-amazon.com/images/I/51ChiXTAn9L.__AC_SY300_SX300_QL70_ML2_.jpg;6,5;23,5;23;cm;800;g
7896643439986;Suporte para Forno de Microondas Multivisão Preto 4;https://m.media-amazon.com/images/I/81hCsr8Rn6L.__AC_SY300_SX300_QL70_ML2_.jpg;39,4;7,6;5;cm;950;g
7898378705848;ELG, F160N, Suporte Articulado de Mesa com Pistão a Gás e Ajuste de Altura, 2 Monitores de 17” a 35”, Com Organizador de Cabos, Capacidade de 2kg a 9kg, Preto;https://m.media-amazon.com/images/I/51sFj66XFBL.__AC_SX300_SY300_QL70_ML2_.jpg;42,5;20;13,8;cm;5,4;kg
7898378709983;ELG UNI88, Suporte Fixo Universal de Parede Para TVs de 14” a 100”, Capacidade até 100 kg, Padrão VESA mínimo 75x75mm (horizontal x vertical), Preto;https://m.media-amazon.com/images/I/41ny1luEDOL.__AC_SX300_SY300_QL70_ML2_.jpg;16;12,3;3,3;cm;190;g
7898127608321;"Suporte Para Tv Fixo Sav-1000 Universal 14-84"" Aquário";https://m.media-amazon.com/images/I/417GIdrSMHL.__AC_SX300_SY300_QL70_ML2_.jpg;17,5;10;4;cm;170;g
7898554607706;"Suporte Fixo para Monitor FK423S 17""-32"" Fortrek";https://m.media-amazon.com/images/I/51+DTUWe+EL._AC_SY300_SX300_.jpg;44,6;17,5;8;cm;2,61;kg
7899744089777;Pix Base Suporte Ergonômico P/Notebook/Netbook/Tablet Dobrável;https://m.media-amazon.com/images/I/61k38fTGa+L._AC_SY300_SX300_.jpg;24;5;2;cm;900;g
7899744071260;PIX Suporte Notebook Universal - Preto;https://m.media-amazon.com/images/I/41rRYNXD3IL.__AC_SX300_SY300_QL70_ML2_.jpg;27,6;14,4;2,6;cm;212;g
7898555213968;Suporte para gabinete modelo sc-20bk preto c3 tech.;https://m.media-amazon.com/images/I/51LHqCMmJzS.__AC_SX300_SY300_QL70_ML2_.jpg;32,3;19,1;10;cm;700;g
7899744074117;"Suporte De Mesa Ajustável Para Tv E Monitor De 13"" A 32"", PIX";https://m.media-amazon.com/images/I/51JJyJIVG0L.__AC_SX300_SY300_QL70_ML2_.jpg;42;31;8,3;cm;2,44;kg
7899744039895;PIX SUPORTE AJUSTÁVEL PARA MONITOR 13' A 32' - PRETO, PIX, PX-07;https://m.media-amazon.com/images/I/71tQL4z9CfL.__AC_SY300_SX300_QL70_ML2_.jpg;49;11,2;11;cm;2,57;kg
7899744074124;"Suporte Monitor Ajustável 13""a 32"" Com Base (Duplo) - Preto";https://m.media-amazon.com/images/I/51Rh2hrpVmL.__AC_SX300_SY300_QL70_ML2_.jpg;42,8;31;8,2;cm;3,62;kg
7899838810188;Cooler para Notebook com 6 Fans Led Azul Hexa Cooler - AC282;https://m.media-amazon.com/images/I/91R1VVR+pkL._AC_SX300_SY300_.jpg;41,2;31;5;cm;1,06;kg
7896643438675;Suporte para DVD, Multivisão, SDVD-AERO, Preto;https://m.media-amazon.com/images/I/81yKlyzlLRL.__AC_SX300_SY300_QL70_ML2_.jpg;22,6;17,8;3;cm;640;g
7896643409231;Suporte de TV, Multivisão, STPA50-PR, Preto;https://m.media-amazon.com/images/I/51pVCpLj6fL.__AC_SX300_SY300_QL70_ML2_.jpg;32,8;26,4;6,8;cm;3;kg
7896689114724;"Suporte Articulado Para TV, Brasforma, SBRP1040 SBRP1040, Preto10"" a 55""";https://m.media-amazon.com/images/I/51zwoLxzY2L.__AC_SX300_SY300_QL70_ML2_.jpg;26,8;23,8;8,8;cm;1,67;kg
7896643441446;"Suporte TV Articulado c/Inclinação LED/LCD de 14"" a 58"" M3 Preto - Multivisão";https://m.media-amazon.com/images/I/51tGd1+SNOL._AC_SY300_SX300_.jpg;28,3;23,8;5,6;cm;2,14;kg
7896689112836;SUPORTE PARA BICICLETA SB01 BRANCO - BRASFORMA;https://m.media-amazon.com/images/I/21bazXdSTQL.__AC_SX300_SY300_QL70_ML2_.jpg;18,6;18,2;8;cm;450;g
7898953372038;SUPORTE PARA MONITOR SM100.031 PRETO - MASTICMOL;https://m.media-amazon.com/images/I/41Q-OsL2HYL.__AC_SY300_SX300_QL70_ML2_.jpg;26,6;26,4;13,2;cm;850;g
7896689118364;SUPORTE MONITOR MESA;https://m.media-amazon.com/images/I/41-T1GU5+nL._AC_SY300_SX300_.jpg;42,2;25,1;8,1;cm;1,54;kg
7898506454693;Suporte Ergonômico para Monitor Quadrado 4 Níveis de Altura - AC125;https://m.media-amazon.com/images/I/61Hn9lIITgL.__AC_SY300_SX300_QL70_ML2_.jpg;33,8;27,4;6,8;cm;890;g
7896689118371;SUPORTE MONITOR MORSA;https://m.media-amazon.com/images/I/51G9PTaj3YL.__AC_SX300_SY300_QL70_ML2_.jpg;42,5;14,1;10;cm;1,98;kg
7896689115042;Suporte para Forno Microondas e multiuso -Brasforma SBR 5.0 - Branco;https://m.media-amazon.com/images/I/41GDcEHaBnL.__AC_SY300_SX300_QL70_ML2_.jpg;37,4;14,2;5,6;cm;1,04;kg
7896689115851;"Brasforma BRA3.0 Suporte Articulado para TV LED e LCD de 10-56"", Preto";https://m.media-amazon.com/images/I/41ODiBqVcEL.__AC_SY300_SX300_QL70_ML2_.jpg;27;14;4,6;cm;1,26;kg
7896689118272;SUPORTE TV LED/LCD ARTICULADO 23'' A 56 4 MOVIMENTOS BRA4.1 PRETO – BRASFORMA;https://m.media-amazon.com/images/I/51NPBeV402L.__AC_SX300_SY300_QL70_ML2_.jpg;25,2;24,1;4,7;cm;2,14;kg
7896689114441;Suporte Fixo Para TV, Brasforma, Preto, 37' a 70';https://m.media-amazon.com/images/I/41j7YXkH9nL.__AC_SX300_SY300_QL70_ML2_.jpg;66,8;17,5;4,8;cm;1,16;kg
7896689114007;Suporte Articulado TV/CONVERSOR 23´´ a 55´´ SBRP137 Combo 2X1 Brasforma;https://m.media-amazon.com/images/I/51LSczvVsWL.__AC_SX300_SY300_QL70_ML2_.jpg;26,8;23,6;7,8;cm;2,4;kg
7896689114946;"Brasforma SBRM724 Suporte Articulado para Monitor LED e LCD de 13-27"", Preto";https://m.media-amazon.com/images/I/51hebCDvx1L.__AC_SY300_SX300_QL70_ML2_.jpg;46,2;38,6;12,2;cm;5,48;kg
7896689113451;SUPORTE PRETO PARA DECODIFICADOR ADVD178 - BRASFORMA;https://m.media-amazon.com/images/I/51H4ji2ZCdL.__AC_SX300_SY300_QL70_ML2_.jpg;21;16,8;4,2;cm;560;g
7896689113390;1 Suporte para Micro-Ondas Brasforma SBR3.7 Prata Ajustável;https://m.media-amazon.com/images/I/51k1hqBqFOL.__AC_SX300_SY300_QL70_ML2_.jpg;26,9;14,2;4,5;cm;1,29;kg
7897982207649;SUPORTE PARA NOTEBOOK COMFORTABLE;https://m.media-amazon.com/images/I/31W7SWLWgCL.__AC_SX300_SY300_QL70_ML2_.jpg;55;31;11,2;cm;1,16;kg
7898555215627;Base Para Notebook C3Tech NBC-200RGD 14' Vermelho e Dourada - Dobrável e com Ajuste de Altura Estrutura de Alumínio;https://m.media-amazon.com/images/I/51UwoZNQQ2L.__AC_SX300_SY300_QL70_ML2_.jpg;25,8;3,2;2,6;cm;410;g
7896689111501;Suporte Fixo para LCD ou Plasma de 37 a 70 SBRP300 Preto;https://m.media-amazon.com/images/I/41qrULQi5QL.__AC_SX300_SY300_QL70_ML2_.jpg;72,4;10,2;3,8;cm;920;g
7896643441439;"Suporte Fixo Para TV 14"" a 84"" M1-PR Preto Multivisão";https://m.media-amazon.com/images/I/41-NPHFiDML.__AC_SY300_SX300_QL70_ML2_.jpg;13,4;12,5;4,2;cm;300;g
7896643434608;Suporte de TV, Multivisão, STPA-ECO, Preto;https://m.media-amazon.com/images/I/513ZFFGTkYL.__AC_SX300_SY300_QL70_ML2_.jpg;25,8;24,4;6,2;cm;1,74;kg
7896643434660;Suporte de TV, Multivisão, Preto;https://m.media-amazon.com/images/I/41nKwrWh+jL._AC_SY300_SX300_.jpg;30,6;22,6;5,8;cm;2,34;kg
